Inventory Number,Title,Art Type,Full Year,Media,Image,Framed,Current Owner,Contact Id,Artist Id,Location,Bin,Confirmed Middleton Hills,
A-001308,ABSTRACTION IN SIENNA,FINE ART,,"ETCHING, AQUATINT",i:\image\001308.jpg,true,0,,1999,2169,3B,TRUE,
A-001316,UNTITLED,FINE ART,1983,LITHOGRAPH,i:\image\001316.jpg,true,0,,2146,2169,3B,TRUE,
A-001322,MONSIEUR LOYAL,FINE ART,,MIXED MEDIA,i:\image\monseiur loyal bat.JPG,true,3332,3332,2015,3332,INVENTORY REDUCTION,,
A-001330,BEHIND THE MIRROR,FINE ART,,LITHOGRAPH,i:\image\001330.jpg,true,0,,2077,2169,3B,TRUE,
A-001331,RUBAN,FINE ART,,ETCHING,i:\image\001331.jpg,true,0,,2077,2169,3B,TRUE,
A-001332,MONUMENT TO MARCEL DUCHAMP,FINE ART,,ETCHING,i:\image\001332.jpg,true,0,,2077,2169,17B,TRUE,
A-001333,LIBERTE DES LIBERTES-1971,FINE ART,,ETCHING,i:\image\001333.jpg,true,0,,2077,2169,3B,TRUE,
A-001334,UNTITLED,FINE ART,,LITHOGRAPH,i:\image\001334.jpg,true,0,,2077,2169,,,
A-001341,WALKING ALONG RED TRAIL,FINE ART,,ETCHING,i:\image\001341.jpg,true,0,,2009,2169,3B,TRUE,
A-001344,L'OISEAU,FINE ART,,LITHOGRAPH,i:\image\001344.jpg,true,0,,2018,2169,22A,TRUE,
A-001345,BLUE NIGHT,FINE ART,,LITHOGRAPH,I:\Image\001345.jpg,true,0,,2018,2169,2B,TRUE,
A-001347,WINTER,FINE ART,,LITHOGRAPH,I:\Image\001347.jpg,true,0,,2018,2169,3B,TRUE,
A-001349,FACE,FINE ART,,LITHOGRAPH,i:\image\001349.jpg,true,0,,2018,2169,3B,TRUE,
A-001354,DARTMOOR,FINE ART,,SERIGRAPH,i:\image\001354.jpg,true,0,,2075,2169,4A,TRUE,
A-001357,SERAC,FINE ART,,SERIGRAPH,i:\image\001357.jpg,true,0,,2120,2169,11B,TRUE,
A-001361,RED SHIFT,FINE ART,,LITHOGRAPH,i:\image\001361.jpg,true,0,,146,2169,4A,TRUE,
A-001362,THE MYSTERY EXPLAINED (BOGNONIA CAPREOLATH),FINE ART,,LITHOGRAPH,i:\image\001362.jpg,true,0,,2039,2169,4A,TRUE,
A-001363,THE MYSTERY EXPLAINED (HEMERO CALLIS FLAVA),FINE ART,,LITHOGRAPH,i:\image\001363.jpg,true,0,,2039,2169,4A,TRUE,
A-001433,UN CANTOS AL LIBRO SAGRADA I,FINE ART,,LITHOGRAPH,i:\image\001433.jpg,true,0,,2021,2169,4A,TRUE,
A-001434,UN CANTOS AL LIBRO SAGRADA II,FINE ART,,LITHOGRAPH,i:\image\001434.jpg,true,0,,2021,2169,4A,TRUE,
A-001435,CIELOS LAMININCAS I,FINE ART,,LITHOGRAPH,i:\image\001435.jpg,true,0,,2021,2169,4A,TRUE,
A-001436,CIELOS LAMININCAS II,FINE ART,,LITHOGRAPH,i:\image\001436.jpg,true,0,,2021,2169,4A,TRUE,
A-001437,DEL,FINE ART,,,i:\image\001437.jpg,true,0,,2054,2169,21A,TRUE,
A-001438,ARBOL,FINE ART,,,i:\image\001438.jpg,true,0,,2054,2169,21A,TRUE,
A-001439,FLORIDA,FINE ART,,,i:\image\001439.jpg,true,0,,2054,2169,4A,TRUE,
A-001450,NIGHT CLUB,FINE ART,1983,"LITHOGRAPH, PAPER CUT-OUT",i:\image\001450.jpg,true,0,,137,2169,6B,TRUE,
A-001459,STUDIO STILL LIGHT,FINE ART,,HANDMADE PAPER,i:\image\001459.jpg,true,0,,2048,2169,4A,TRUE,
A-001483,GREEN WAVE,FINE ART,,INTAGLIO FROM GLASS PLATE,i:\image\001483.jpg,true,0,,110,2169,,,
A-001484,UNITITLED-MOBILE,FINE ART,,MOBILE,,false,0,,2130,2177,,,
A-001677,KALEIDOSCOPE,FINE ART,,SERIGRAPH,I:\Image\schlesinger kaleidoscope.jpg,true,3465,3465,2149,3466,INVENTORY REDUCTION,,
A-001736,PORTFOLIO NEOPLASTIQUE I,FINE ART,,SERIGRAPH,i:\image\001736.jpg,true,0,,2071,2169,4B,TRUE,
A-001737,PORTFOLIO NEOPLASTIQUE II,FINE ART,,SERIGRAPH,i:\image\001737.jpg,true,0,,2071,2169,4B,TRUE,
A-001738,PORTFOLIO NEOPLASTIQUE III,FINE ART,,SERIGRAPH,i:\image\001738.jpg,true,0,,2071,2169,4B,TRUE,
A-001739,PORTFOLIO NEOPLASTIQUE IV,FINE ART,,SERIGRAPH,I:\Image\001739.jpg,true,0,,2071,2169,4B,TRUE,
A-001742,PORTFOLIO NEOPLASTIQUE VII,FINE ART,,SERIGRAPH,i:\image\001742.jpg,true,0,,2071,2169,4B,TRUE,
A-001744,PORTFOLIO NEOPLASTIQUE IX,FINE ART,,SERIGRAPH,I:\Image\001744.jpg,true,0,,2071,2169,4B,TRUE,
A-001745,PORTFOLIO NEOPLASTIQUE X,FINE ART,,SERIGRAPH,i:\image\001745.jpg,true,0,,2071,2169,4B,TRUE,
A-001749,PORTFOLIO NEOPLASTIQUE IXV,FINE ART,,SERIGRAPH,i:\image\001749.jpg,true,0,,2071,2169,4B,TRUE,
A-001984,FOLOBAJINSKY,FINE ART,,INTAGLIO,i:\image\001984.jpg,true,0,,2045,2169,4B,TRUE,
A-002183,LE CHIEN ROI,FINE ART,1983,"ETCHING, POCHIOR",i:\image\002183.jpg,true,0,,2128,2169,5A,TRUE,
A-002185,SPHINX EN CHAPEAU,FINE ART,1983,"ETCHING, POCHIOR",i:\image\002185.jpg,true,0,,2128,2169,23A,TRUE,
A-002247,RED CHAIR,FINE ART,1984,SERIGRAPH,i:\image\002247.jpg,true,0,,282,2169,5A,TRUE,
A-002248,SUMMER NIGHT,FINE ART,1984,SERIGRAPH,i:\image\002248.jpg,true,0,,139,2169,5A,TRUE,
A-002267,VERMEER AND TIMES,FINE ART,,SERIGRAPH,i:\image\002267.jpg,true,0,,2137,2169,22A,TRUE,
A-002294,TOWPATH,FINE ART,,INTAGLIO,I:\Image\evernden tow path 002294 maybe.jpg,true,0,,2052,2795,,,
A-002327,FEAST DAY,FINE ART,,SERIGRAPH,i:\image\002327.jpg,true,0,,108,2169,13A,TRUE,
A-002358,FREE FOR ALL,FINE ART,,LITHOGRAPH,i:\image\002358.jpg,true,0,,2064,2169,5A,TRUE,
A-002359,SUNDAY,FINE ART,,LITHOGRAPH,I:\Image\altman sunday 002359.jpg,true,0,,2055,2795,,,
A-002562,SWAN,FINE ART,,INTAGLIO,I:\Image\hwang swan 002562.jpg,true,0,,2093,2795,,,
A-002566,BASKET,FINE ART,,INTAGLIO,I:\Image\hwang basket 002566.jpg,true,0,,2093,2795,,,
A-002619,CASCADE II,FINE ART,,"SERIGRAPH, FOLDED PAPER",i:\image\002619.jpg,true,0,,2007,2169,4A,TRUE,
A-002620,ROND POINT,FINE ART,,"SERIGRAPH, FOLDED PAPER",i:\image\002620.jpg,true,0,,2007,2169,4A,TRUE,
A-002638,QUARTER MOON,FINE ART,,WOODCUT,I:\Image\002638.jpg,true,0,,78,2169,,,
A-002639,"I AM LOOKING AT YOU, I AM LOOKING AT YOU",FINE ART,1985,"LITHOGRAPH, RELIEF, PAINTING",i:\image\002639.jpg,true,0,,2154,2169,,,
A-002640,FOUR WINDS I,FINE ART,,"WATERCOLOR, PRINTING",i:\image\002640.jpg,true,0,,2122,2169,,,
A-002641,FOUR WINDS II,FINE ART,,"WATERCOLOR, PRINTING",i:\image\002641.jpg,true,0,,2122,2169,,,
A-002642,FOUR WINDS III,FINE ART,,"WATERCOLOR, PRINTING",i:\image\002642.jpg,true,0,,2122,2169,,,
A-002643,HEARTS OF SWAN,FINE ART,,"LITHOGRAPH, SERIGRAPH",i:\image\002643.jpg,true,0,,2141,2169,1A,TRUE,
A-002644,HEARTS OF SWAN,FINE ART,,"LITHOGRAPH, SERIGRAPH",i:\image\002644.jpg,true,0,,2141,2169,1A,TRUE,
A-002645,DOUBLE GEESE MOUNTAIN,FINE ART,,"LITHOGRAPH, SERIGRAPH",i:\image\002645.jpg,true,0,,2141,2169,1B,TRUE,
A-002646,THREE FLAGS FOR ONE SPACE AND SIX REGIONS,FINE ART,1979-81,"PHOTOETCHING, AQUATINT",I:\Image\002646.jpg,true,0,,2165,2169,5B,TRUE,
A-002647,VISITING WITH JOHN MUIR,FINE ART,,ETCHING,i:\image\002647.jpg,true,0,,2060,2169,,,
A-002649,ABUNDANCE,FINE ART,,ETCHING,i:\image\002649.jpg,true,0,,2060,2169,,,
A-002650,JOY OF ORNAMENT,FINE ART,1980,ETCHINGS IN COLOR ETCHED MAT,i:\image\002650.jpg,true,0,,261,2169,5B,TRUE,
A-002670,HOSPITAL,FINE ART,,APPLIQUE,i:\image\002670.jpg,true,0,,2184,2518,TB,,
A-002714,UNTITLED,FINE ART,,APPLIQUE,i:\image\002714.jpg,true,0,,2188,2518,TB,,
A-002791,UNTITLED,FINE ART,,APPLIQUE,I:\Image\002791.jpg,true,0,,2188,2790,,,
A-002864,MOLA,FINE ART,,REVERSE APPLIQUE,i:\image\002864.jpg,true,0,,2162,2518,TB,,
A-002870,MOLA,FINE ART,,REVERSE APPLIQUE,i:\image\002870.jpg,true,0,,2162,2518,TB,,
A-002871,MOLA,FINE ART,,REVERSE APPLIQUE,i:\image\002871.jpg,true,0,,2162,2518,TB,,
A-002874,MOLA,FINE ART,,REVERSE APPLIQUE,i:\image\002874.jpg,true,0,,2162,2518,TB,,
A-002876,STONE RIDGE #1,FINE ART,,ETCHING,i:\image\002876.jpg,true,0,,1997,2169,,,
A-002877,REFLECTIONS II,FINE ART,,AQUATINT,i:\image\002877.jpg,true,0,,2213,2169,,,
A-002878,REFLECTIONS III,FINE ART,,AQUATINT,i:\image\002878.jpg,true,0,,2213,2169,,,
A-002879,REFLECTIONS IV,FINE ART,,AQUATINT,i:\image\002879.jpg,true,0,,2213,2169,,,
A-002964,MOZART,FINE ART,1979,SERIGRAPH,i:\image\002964.jpg,true,0,,2160,2169,5B,TRUE,
A-002965,VIRGIL IN HIS STUDY,FINE ART,1982,SERIGRAPH,i:\image\002965.jpg,true,0,,2160,2169,5B,TRUE,
A-002966,DANTE IN HIS STUDY,FINE ART,1982,SERIGRAPH,i:\image\002966.jpg,true,0,,2160,2169,5B,TRUE,
A-002969,MORNING REDS,FINE ART,1980,ETCHING,i:\image\002969.jpg,true,0,,241,2169,5B,TRUE,
A-002970,BLUE DAY DISC,FINE ART,1980,INTAGLIO,i:\image\002970.jpg,true,0,,241,2169,17A,TRUE,
A-003030,KATZ,FINE ART,1982,CARBORUNDUM ETCHING,i:\image\003030.jpg,true,0,,2112,2169,,,
A-003031,LINZ,FINE ART,1982,CARBORUNDUM ETCHING,i:\image\003031.jpg,true,0,,2112,2169,,,
A-003037,THE BLUE VASE,FINE ART,,WOODCUT,i:\image\003037.jpg,true,0,,301,2169,OS 008,TRUE,
A-003039,THE TURQUOISE VASE,FINE ART,,WOODCUT,i:\image\003039.jpg,true,0,,301,2169,6A,TRUE,
A-003046,THE CUT VASE,FINE ART,,WOODCUT,i:\image\003046.jpg,true,0,,301,2169,6A,TRUE,
A-003068,BLACK BRIDGE II,FINE ART,,AQUATINT,i:\image\003068.jpg,true,0,,301,2169,6A,TRUE,
A-003073,LIVING BY THE ESK,FINE ART,,AQUATINT,i:\image\003073.jpg,true,0,,301,2169,21A,TRUE,
A-003093,BEETHOVEN:MOONLIGHT,FINE ART,,COLLAGE,I:\Image\003093.jpg,true,3332,3332,255,3332,INVENTORY REDUCTION,,
A-003103,BEETS,FINE ART,,INTAGLIO,I:\Image\yokoi beets 003103.jpg,true,0,,2161,2795,,,
A-003105,CHERRIES WITH STEMS,FINE ART,,INTAGLIO,I:\Image\yokoi cherries with stems 003105.jpg,true,0,,2161,2795,,,
A-003109,SPILLED STRAWBERRIES,FINE ART,,INTAGLIO,I:\Image\yokoi spilled strawberries 003109.jpg,true,0,,2161,2795,,,
A-003110,TWO SMALL APPLES,FINE ART,,INTAGLIO,I:\Image\yokoi two small apples 003110.jpg,true,0,,2161,2795,,,
A-003209,AFRICA SERIES,FINE ART,,SERIGRAPH,I:\Image\003215.jpg,false,0,,247,2518,B6,TRUE,
A-003263,BANNISTER,FINE ART,1981,LITHOGRAPH,i:\image\003263.jpg,true,0,,2167,2169,6A,TRUE,
A-003375,UNTITLED,FINE ART,,SERIGRAPH,I:\Image\jacobsen 003375.jpg,true,0,,2092,2795,,,
A-003398,174 POMMERFELDEN,FINE ART,,SERIGRAPH,i:\image\003398.jpg,true,0,,174,2518,S,,
A-003576,SENZA TITOLO,FINE ART,,SERIGRAPH,I:\Image\003576.jpg,true,0,,2127,2169,7A,TRUE,
A-003631,PHALANX,FINE ART,,SERIGRAPH,I:\Image\tilson phalanx 003631.jpg,true,0,,2081,2795,,,
A-003634,XANADU,FINE ART,,SERIGRAPH,I:\Image\tilson xanadu 003634.jpg,true,0,,2081,2795,,,
A-003661,UNTITLED,FINE ART,,SERIGRAPH,I:\Image\radice 3.jpg,true,0,,2104,2795,,,
A-003662,UNTITLED,FINE ART,,SERIGRAPH,I:\Image\radice 2.jpg,true,0,,2104,2795,,,
A-003666,UNTITLED,FINE ART,,SERIGRAPH,I:\Image\radice 4.jpg,true,0,,2104,2795,,,
A-003805,LOUISIANA GROUPEE,FINE ART,,WATERCOLOR PAINTING,I:\Image\day 3805.jpg,true,0,,2010,2789,,,
A-003806,TIGER FISH,FINE ART,,WATERCOLOR PAINTING,I:\Image\day 3806.jpg,true,0,,2010,2789,,,
A-003807,ON THE BOARDWALK,FINE ART,1985,"LITHOGRAPH, PAPER CUT-OUT",i:\image\003807.jpg,true,0,,137,2169,17B,TRUE,
A-003983,ATELIER CALDER,FINE ART,,SERIGRAPH,I:\Image\nespolo atelier calder.jpg,true,0,,294,2169,,,
A-004116,A GOOD MORNING,FINE ART,,SERIGRAPH,I:\Image\secunda a good morning 004116.jpg,true,0,,2012,2795,,,
A-004135,DALLAS REFLECTIONS #16,FINE ART,1984,ETCHING,i:\image\004135.jpg,true,0,,139,2169,6A,TRUE,
A-004160,SYRA No. 2,FINE ART,,INTAGLIO,i:\image\004160.jpg,true,0,,39,2169,BSG,,
A-004214,GREEN LANES,FINE ART,,LITHOGRAPH,I:\Image\loker greenlanes.jpg,true,0,,2085,2791,11A,TRUE,
A-004216,LITTERED WAYS,FINE ART,,LITHOGRAPH,I:\Image\loker litteredways.jpg,true,0,,2085,2791,,,
A-004297,SAN JUAN WINTER,FINE ART,,LITHOGRAPH,I:\Image\mahaffey san huan winter maybe.jpg,true,0,,2110,2795,,,
A-004407,GIUDECCA,FINE ART,,SERIGRAPH,i:\image\004407.jpg,true,0,,2044,2791,,,
A-004536,GRAPHIKEN-BLUE 16,FINE ART,,SERIGRAPH,i:\image\004536.jpg,true,0,,2049,2795,,,
A-004580,ALL THE GARDENS,FINE ART,,INTAGLIO,I:\Image\018709.jpg,true,0,,179,2791,,,
A-004611,9TH AND EUCLID,FINE ART,,SERIGRAPH,I:\Image\004611.jpg,true,0,,120,2795,,,
A-004624,EMPRESS,FINE ART,,AQUATINT,i:\image\004624.jpg,true,0,,2056,2169,6A,TRUE,
A-004657,NEW YORK II,FINE ART,,SERIGRAPH,I:\Image\riget new york ii.jpg,true,3338,3338,174,3338,INVENTORY REDUCTION,,
A-004658,NEW YORK II,FINE ART,,SERIGRAPH,I:\Image\riget new york ii.jpg,true,0,,174,2518,S,,
A-004670,LA CIRQUERA,FINE ART,1984,AQUATINT,i:\image\004670.jpg,true,0,,2144,2169,6A,TRUE,
A-004671,HOMBRE EN ROSA,FINE ART,1984,AQUATINT,i:\image\004671.jpg,true,0,,2144,2169,20A,TRUE,
A-004784,ZEPELLIN,FINE ART,,COLLAGE,i:\image\004784.jpg,true,0,,255,3011,18A,TRUE,
A-004854,RED AND GRAY,FINE ART,,SERIGRAPH,i:\image\004854.jpg,true,0,,123,2518,18B,TRUE,
A-004994,LA PRIMAVERA,FINE ART,,APPLIQUE,i:\image\004994.jpg,true,0,,2184,2518,TB,,
A-005024,SIERRA,FINE ART,,APPLIQUE,i:\image\005024.jpg,false,0,,2184,2518,TB,,
A-005029,FESTIVAL,FINE ART,,APPLIQUE,i:\image\005029.jpg,true,0,,2184,2518,25B,TRUE,
A-005171,RED JESUS,FINE ART,1985-86,WOODCUT,i:\image\005171.jpg,true,0,,2084,2169,,,
A-005277,10TH AVENUE II,FINE ART,,SERIGRAPH,I:\Image\kepets 10thave.jpg,true,0,,120,2791,,,
A-005278,9TH AVENUE II,FINE ART,,SERIGRAPH,I:\Image\kepets 9thave.jpg,true,0,,120,2791,,,
A-005352,9TH AVENUE II,FINE ART,,SERIGRAPH,I:\Image\kepets 9thave.jpg,true,0,,120,2795,,,
A-005354,10TH AVENUE II,FINE ART,,SERIGRAPH,I:\Image\kepets 10thave.jpg,true,0,,120,2795,,,
A-005365,AND THE HOLY ONE_ BLESSED BE HE_....,FINE ART,,"COLLAGE, SILKSCREEN, LITHOGRAPH",i:\image\005365.jpg,true,0,,2046,2169,,,
A-005441,SLIM II,FINE ART,,SERIGRAPH,i:\image\005441.jpg,true,0,,109,2169,OS 007,TRUE,
A-005444,BOB,FINE ART,,SERIGRAPH,i:\image\005444.jpg,true,0,,109,2169,OS 007,TRUE,
A-005448,DOT,FINE ART,,SERIGRAPH,I:\Image\daniels dot.jpg,true,0,,109,2518,OS 008,TRUE,
A-005453,RICH,FINE ART,,SERIGRAPH,i:\image\005453.jpg,true,0,,109,2169,OS 008-009,TRUE,
A-005540,COZIMO,FINE ART,,CARBORUNDUM ETCHING,i:\image\005540.jpg,true,0,,2112,2169,BSG,,
A-005582,BLACK WATCH SERIES  (1974),FINE ART,,SERIGRAPH,I:\Image\005583C.jpg,true,0,,97,2169,,,
A-005706,TRIANGULAR PRISM,FINE ART,,SERIGRAPH,i:\image\005706.jpg,true,0,,2282,2169,,,
A-005740,SERIAL ORDER,FINE ART,,SERIGRAPH,I:\Image\005740.jpg,true,0,,2134,2169,6B,TRUE,
A-005748,CHANCE AND ORDER,FINE ART,,SERIGRAPH,i:\image\005748.jpg,true,0,,2091,2169,6B,TRUE,
A-005754,VARIATION ON A THEME,FINE ART,,SERIGRAPH,i:\image\005754.jpg,true,0,,86,2169,6B,TRUE,
A-005779,POK- ITALIE 2,FINE ART,,SERIGRAPH,i:\image\005779.jpg,true,0,,2164,2169,,,
A-005786,LATTICE COMPOSITION,FINE ART,,SERIGRAPH,i:\image\005786.jpg,true,0,,2057,2169,6B,TRUE,
A-005809,UNTITLED 1978,FINE ART,,SERIGRAPH,i:\image\005809.jpg,true,0,,2164,2169,,,
A-006005,MOSAIC,FINE ART,,SERIGRAPH,I:\Image\kubalak mosaic.jpg,true,0,,27,2791,,,
A-006008,COVER UPS,FINE ART,,SERIGRAPH,I:\Image\kubalak coverups.jpg,true,0,,27,2791,,,
A-006011,CRACK'D,FINE ART,,SERIGRAPH,I:\Image\kubalak crackd.jpg,true,0,,27,2791,,,
A-006040,XY COSTRUZIONE,FINE ART,,SERIGRAPH,i:\image\006040.jpg,true,0,,198,2518,18B,TRUE,
A-006065,CONSTRUZIONE CHI 3,FINE ART,,SERIGRAPH,i:\image\006065.jpg,true,0,,198,2793,18B,TRUE,
A-006070,JER I,FINE ART,,SERIGRAPH,i:\image\006070.jpg,true,0,,198,2518,18B,TRUE,
A-006074,CONSTRUZIONE KA 3,FINE ART,,SERIGRAPH,i:\image\006074.jpg,true,0,,198,2793,18B,TRUE,
A-006119,LAC CASSEIN,FINE ART,,LITHOGRAPH,I:\Image\muhl lac cassein 006119.jpg,true,0,,2143,2795,,,
A-006200,ALLEGHENY I,FINE ART,,SERIGRAPH,i:\image\006200.jpg,true,0,,120,2518,22B,TRUE,
A-006202,ALLEGHENY III,FINE ART,,SERIGRAPH,i:\image\006202.jpg,true,0,,120,2518,18B,TRUE,
A-006207,CATTLEYAS FOR ODETTE,FINE ART,,ETCHING,i:\image\006207.jpg,true,0,,107,2169,,,
A-006262,SPRING MORNING,FINE ART,,SERIGRAPH,i:\image\006262.jpg,true,0,,2167,2169,,,
A-006293,MAGIC NIGHT,FINE ART,,SERIGRAPH,I:\Image\rheingold magic night 006293.jpg,true,0,,2100,2795,,,
A-006446,HORSE,FINE ART,,SERIGRAPH,i:\image\006446.jpg,true,0,,2019,2169,7A,TRUE,
A-006493,INTERNATIONAL FLORA AND FAUNA-GRAY_ RED _GREEN,FINE ART,,WOODCUT,i:\image\006493.jpg,true,0,,301,2518,,,
A-006511,LES BAIGNEUSES,FINE ART,,SERIGRAPH,i:\image\006511.jpg,true,0,,2061,2169,7A,TRUE,
A-006563,TWO PYRAMIDS WITH RED,FINE ART,,SERIGRAPH,i:\image\006563.jpg,true,0,,281,2169,,,
A-006572,UNTITLED,FINE ART,,SERIGRAPH,I:\Image\006572.jpg,true,0,,281,2169,,,
A-006578,UNTITLED,FINE ART,,SERIGRAPH,i:\image\006578.jpg,true,0,,281,2169,,,
A-006591,NORTH: HORSE BLINDERS SERIES,FINE ART,1972,"LITHOGRAPH, SILKSCREEN, COLLAGE",i:\image\006591.jpg,true,0,,2064,2169,,,
A-006593,SOUTH: HORSE BLINDERS SERIES,FINE ART,1972,"LITHOGRAPH, SILKSCREEN, COLLAGE",i:\image\006593.jpg,true,0,,2064,2169,,,
A-006594,EAST: HORSE BLINDERS SERIES,FINE ART,1972,"LITHOGRAPH, SILKSCREEN, COLLAGE",i:\image\006594.jpg,true,0,,2064,2169,,,
A-006596,WEST: HORSE BLINDERS SERIES,FINE ART,1972,"LITHOGRAPH, SILKSCREEN, COLLAGE",i:\image\006596.jpg,true,0,,2064,2169,,,
A-006604,WHY YOU CAN'T TELL,FINE ART,1979,SERIGRAPH,i:\image\006604.jpg,true,0,,2140,2169,17A,TRUE,
A-006785,MOLA,FINE ART,,REVERSE APPLIQUE,i:\image\006785.jpg,true,0,,2162,2518,TB,,
A-006789,MOLA,FINE ART,,REVERSE APPLIQUE,i:\image\006789.jpg,true,0,,2162,2518,TB,,
A-006826,BOY FISHING,FINE ART,,POCHOIR,i:\image\006826.jpg,true,0,,253,2518,S,,
A-006883,IL GIORNO VASSILLI,FINE ART,,SERIGRAPH,i:\image\006883.jpg,true,0,,2127,2169,7A,TRUE,
A-006892,ARANCIA,FINE ART,,SERIGRAPH,i:\image\006892.jpg,true,0,,2127,2169,11B,TRUE,
A-006898,TORONTO,FINE ART,,SERIGRAPH,i:\image\006898.jpg,true,0,,2127,2169,11B,TRUE,
A-006925,ABSTRACT,FINE ART,,SERIGRAPH,I:\Image\piacentino abstract.jpg,true,0,,98,3011,OS 012,TRUE,
A-006928,ABSTRACT,FINE ART,,SERIGRAPH,I:\Image\piacentino abstract.jpg,true,0,,98,3011,OS 013,TRUE,
A-006936,ATELIER CALDER,FINE ART,,SERIGRAPH,I:\Image\nespolo atelier calder.jpg,false,0,,294,2518,AC,,
A-006937,ATELIER CALDER,FINE ART,,SERIGRAPH,I:\Image\nespolo atelier calder.jpg,true,0,,294,3254,GMCC LOAN,,
A-006942,LOWER EAST SIDE,FINE ART,,SERIGRAPH,I:\Image\nespolo lower east side.jpg,true,0,,294,2518,S,,
A-006945,LOWER EAST SIDE,FINE ART,,SERIGRAPH,I:\Image\nespolo lower east side.jpg,false,0,,294,2518,AC,,
A-006946,LOWER EAST SIDE,FINE ART,,SERIGRAPH,I:\Image\nespolo lower east side.jpg,false,0,,294,2518,AC,,
A-006947,LOWER EAST SIDE,FINE ART,,SERIGRAPH,I:\Image\nespolo lower east side.jpg,true,0,,294,3254,GMCC LOAN,,
A-006948,STILL- LIFE E KANDINSKY,FINE ART,,SERIGRAPH,I:\Image\nespolo still life kandinsky.jpg,true,0,,294,2518,S,,
A-006952,STILL- LIFE E KANDINSKY,FINE ART,,SERIGRAPH,I:\Image\nespolo still life kandinsky.jpg,false,0,,294,2518,AC,,
A-006953,STILL- LIFE E KANDINSKY,FINE ART,,SERIGRAPH,I:\Image\nespolo still life kandinsky.jpg,false,0,,294,2518,AC,,
A-006956,IL GIOCO DEL BOG,FINE ART,,SERIGRAPH,I:\Image\nespolo il gioco del bog.jpg,true,3513,3513,294,3516,INVENTORY REDUCTION,,
A-006957,IL GIOCO DEL BOG,FINE ART,,SERIGRAPH,I:\Image\nespolo il gioco del bog.jpg,false,0,,294,2518,AC,,
A-006958,IL GIOCO DEL BOG,FINE ART,,SERIGRAPH,I:\Image\nespolo il gioco del bog.jpg,false,0,,294,2518,AC,,
A-006985,10 TAVOLE,FINE ART,,SERIGRAPH,I:\Image\radice 1.jpg,true,0,,2104,2795,,,
A-006986,10 TAVOLE,FINE ART,,SERIGRAPH,I:\Image\007003.jpg,true,0,,2104,2795,,,
A-007003,10 TAVOLE,FINE ART,,SERIGRAPH,i:\image\007003.jpg,true,0,,2104,2169,7B,TRUE,
A-007005,10 TAVOLE,FINE ART,,SERIGRAPH,i:\image\007005.jpg,true,0,,2104,2169,7B,TRUE,
A-007006,10 TAVOLE,FINE ART,,SERIGRAPH,i:\image\007006.jpg,true,0,,2104,2169,7B,TRUE,
A-007007,10 TAVOLE,FINE ART,,SERIGRAPH,i:\image\007007.jpg,true,0,,2104,2169,7B,TRUE,
A-007008,10 TAVOLE,FINE ART,,SERIGRAPH,i:\image\007008.jpg,true,0,,2104,2169,7B,TRUE,
A-007009,10 TAVOLE,FINE ART,,SERIGRAPH,i:\image\007009.jpg,true,0,,2104,2169,7B,TRUE,
A-007010,10 TAVOLE,FINE ART,,SERIGRAPH,i:\image\007010.jpg,true,0,,2104,2169,7B,TRUE,
A-007011,10 TAVOLE,FINE ART,,SERIGRAPH,i:\image\007011.jpg,true,0,,2104,2169,7B,TRUE,
A-007012,10 TAVOLE,FINE ART,,SERIGRAPH,i:\image\007012.jpg,true,0,,2104,2169,7B,TRUE,
A-007015,BLUE HARLEQUIN #291,FINE ART,,"ETCHING, EMBOSSING",i:\image\007015.jpg,true,0,,2109,2169,,,
A-007019,APOLLO SERIES,FINE ART,,"COLLAGE, HANDMADE PAPER",i:\image\007019.jpg,true,0,,263,2169,,,
A-007025,UNTITLED,FINE ART,,APPLIQUE,i:\image\007025.jpg,false,0,,2188,2518,TB,,
A-007029,UNTITLED,FINE ART,,APPLIQUE,i:\image\007029.jpg,false,0,,2188,2518,TB,,
A-007074,UNTITLED,FINE ART,,APPLIQUE,I:\Image\007074.jpg,true,0,,2188,2789,,,
A-007086,UNTITLED,FINE ART,,APPLIQUE,i:\image\007086.jpg,false,0,,2188,2518,TB,,
A-007090,UNTITLED,FINE ART,,APPLIQUE,I:\Image\007090.jpg,true,0,,2188,2791,,,
A-007181,No. 3,FINE ART,,SERIGRAPH,i:\image\007181.jpg,true,0,,77,2518,FMG AUCTION?,,
A-007378,JUCTAPOS SUR VERT,FINE ART,,"ETCHING, HANDMADE PAPER",i:\image\007378.jpg,true,0,,134,2169,8A,TRUE,
A-007432,LIFE'S FLIGHT INTO WATER: CONCEPTION,FINE ART,,ETCHING,i:\image\007432.jpg,true,0,,2004,2169,8A,TRUE,
A-007435,LIFE'S FLIGHT INTO WATER: HARMONY,FINE ART,,ETCHING,i:\image\007435.jpg,true,0,,2004,2169,8A,TRUE,
A-007561,7 KIEFERS,FINE ART,1987,ETCHING,I:\Image\wilde 7 kiefers.jpg,true,0,,164,2169,8A,TRUE,
A-007562,8 RUSSETTS,FINE ART,1987,ETCHING,I:\Image\wilde 8 russets.jpg,true,0,,164,2169,8A,TRUE,
A-007579,7 KIEFERS,FINE ART,,INTAGLIO,I:\Image\wilde 7 kiefers.jpg,true,0,,164,2795,8A,TRUE,
